          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  12/04/1887,   33 16 N,   72 30 W,13.2,-59.6,making passage from st thomas wi to newport ri,                st thomas,north atlantic,,
  13/04/1887,,,,,,,,,
  13/04/1887,   34 37 N,   72 50 W,13.2,-59.6,making passage from st thomas wi to newport ri,                st thomas,north atlantic,,
  14/04/1887,,,,,,,,,
  14/04/1887,   37 03 N,   73 37 W,13.2,-59.6,making passage from st thomas wi to newport ri,                st thomas,north atlantic,,
  15/04/1887,,,,,,,,,
  15/04/1887,   39 37 N,   72 32 W,13.2,-59.6,making passage from st thomas wi to newport ri,                st thomas,north atlantic,,
  16/04/1887,,,,,,,,,
  16/04/1887,   40 58 N,   71 30 W,13.2,-59.6,making passage from st thomas wi to newport ri,                st thomas,north atlantic,,
  17/04/1887,,,,,,,,,
  17/04/1887,,,22.4,114.2,at anchor off and beating into harbor of newport ri,              tolo harbor,newport rhode island,41.488002N,0002-05-15
  18/04/1887,,,,,,,,,
  18/04/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  19/04/1887,,,,,,,,,
  19/04/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  20/04/1887,,,,,,,,,
  20/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  21/04/1887,,,,,,,,,
  21/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  22/04/1887,,,,,,,,,
  22/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  23/04/1887,,,,,,,,,
  23/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  24/04/1887,,,,,,,,,
  24/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  25/04/1887,,,,,,,,,
  25/04/1887,,,29.9,32.6,at buoy in harbor newport rhode island,                   port t,newport rhode island,,
  26/04/1887,,,,,,,,,
  26/04/1887,,,29.9,32.6,at buoy in harbor newport rhode island,                   port t,newport rhode island,,
  27/04/1887,,,,,,,,,
  27/04/1887,,,29.9,32.6,at buoy in harbor newport rhode island,                   port t,newport rhode island,,
  28/04/1887,,,,,,,,,
  28/04/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  29/04/1887,,,,,,,,,
  29/04/1887,,,29.9,32.6,     newport rhode island,                   port t,newport rhode island,,
  30/04/1887,,,,,,,,,
  30/04/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  01/05/1887,,,,,,,,,
  01/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  02/05/1887,,,,,,,,,
  02/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  03/05/1887,,,,,,,,,
  03/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  04/05/1887,,,,,,,,,
  04/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  05/05/1887,,,,,,,,,
  05/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  06/05/1887,,,,,,,,,
  06/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  07/05/1887,,,,,,,,,
  07/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  08/05/1887,,,,,,,,,
  08/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  09/05/1887,,,,,,,,,
  09/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  10/05/1887,,,,,,,,,
  10/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  11/05/1887,,,,,,,,,
  11/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  12/05/1887,,,,,,,,,
  12/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  13/05/1887,,,,,,,,,
  13/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  14/05/1887,,,,,,,,,
  14/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  15/05/1887,,,,,,,,,
  15/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  16/05/1887,,,,,,,,,
  16/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  17/05/1887,,,,,,,,,
  17/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  18/05/1887,,,,,,,,,
  18/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  18/~~/1887,,,,,,,,,
  18/~~/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  19/05/1887,,,,,,,,,
  19/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  19/05/1887,,,,,,,,,
  19/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  20/05/1887,,,,,,,,,
  20/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  21/05/1887,,,60.7,-173.1,   coasters harbor island,              bear island,coasters harbor island,41 30 33.65N,0001-09-25
  21/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  22/05/1887,,,,,,,,,
  22/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  23/05/1887,,,,,,,,,
  23/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  24/05/1887,,,,,,,,,
  24/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  25/05/1887,,,,,,,,,
  25/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  26/05/1887,,,,,,,,,
  26/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  27/05/1887,,,,,,,,,
  27/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  28/05/1887,,,,,,,,,
  28/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  29/05/1887,,,,,,,,,
  29/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  30/05/1887,,,,,,,,,
  30/05/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  31/05/1887,,,,,,,,,
  31/05/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  01/06/1887,,,,,,,,,
  01/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  02/06/1887,,,,,,,,,
  02/06/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  02/06/1887,,,,,,,,,
  02/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  03/06/1887,,,,,,,,,
  03/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  04/06/1887,,,,,,,,,
  04/06/1887,,,29.9,32.6,at anchor buoy in harbor of newport ri,                   port t,newport rhode island,,
  04/06/1887,,,,,,,,,
  04/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  05/06/1887,,,,,,,,,
  05/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  06/06/1887,,,,,,,,,
  06/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  07/06/1887,,,,,,,,,
  07/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  08/06/1887,,,,,,,,,
  08/06/1887,,,29.9,32.6,               newport ri,                   port t,newport rhode island,,
  09/06/1887,,,,,,,,,
  09/06/1887,   39 54 N,   69 44 W,,,,,,,
  10/06/1887,,,,,,,,,
  10/06/1887,   38 45 N,   68 41 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  11/06/1887,,,,,,,,,
  11/06/1887,   37 57 N,   68 21 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  12/06/1887,,,,,,,,,
  12/06/1887,   37 27 N,   67 40 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  13/06/1887,,,,,,,,,
  13/06/1887,   37 00 N,   66 35 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  14/06/1887,,,,,,,,,
  14/06/1887,   36 56 N,   66 25 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  15/06/1887,,,,,,,,,
  15/06/1887,   38 03 N,   66 26 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  16/06/1887,,,,,,,,,
  16/06/1887,   38 39 N,   65 00 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  17/06/1887,,,,,,,,,
  17/06/1887,   38 55 N,   60 05 W,,,,,,,
  18/06/1887,,,,,,,,,
  18/06/1887,   39 09 N,   55 15 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  19/06/1887,,,,,,,,,
  19/06/1887,   39 07 N,   50 58 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  20/06/1887,,,,,,,,,
  20/06/1887,   39 12 N,   47 46 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  21/06/1887,,,,,,,,,
  21/06/1887,   39 30 N,   44 07 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  22/06/1887,,,,,,,,,
  22/06/1887,   39 06 N,   41 24 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  23/06/1887,,,,,,,,,
  23/06/1887,   38 48 N,   38 35 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  24/06/1887,,,,,,,,,
  24/06/1887,   39 16 N,   36 50 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  25/06/1887,,,,,,,,,
  25/06/1887,   39 48 N,   36 20 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  26/06/1887,,,,,,,,,
  26/06/1887,   40 30 N,   36 37 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  27/06/1887,,,,,,,,,
  27/06/1887,   41 10 N,   35 03 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  28/06/1887,,,,,,,,,
  28/06/1887,   41 35 N,   33 30 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  29/06/1887,,,,,,,,,
  29/06/1887,   41 49 N,   32 20 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  30/06/1887,,,,,,,,,
  30/06/1887,   41 33 N,   31 30 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  01/07/1887,,,,,,,,,
  01/07/1887,   41 48 N,   30 06 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  02/07/1887,,,,,,,,,
  02/07/1887,   41 55 N,   29 24 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  03/07/1887,,,,,,,,,
  03/07/1887,   41 58 N,   27 52 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  04/07/1887,,,,,,,,,
  04/07/1887,   41 45 N,   25 03 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  05/07/1887,,,,,,,,,
  05/07/1887,   41 18 N,   22 05 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  06/07/1887,,,,,,,,,
  06/07/1887,   41 50 N,   17 17 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  07/07/1887,,,,,,,,,
  07/07/1887,   40 03 N,   12 38 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  08/07/1887,,,,,,,,,
  08/07/1887,   39 30 N,   11 10 W,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,north atlantic,,
  09/07/1887,,,36.5,8.2,             cape roca lt,                cape rosa,cabo da roca,38 46 51N,0001-01-15
  09/07/1887,,,29.9,32.6,making passage from newport ri to lisbon portugal,                   port t,lisbon,38 42 50N,0001-06-04
  10/07/1887,,,,,,,,,
  10/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  11/07/1887,,,,,,,,,
  11/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  11/07/1887,,,,,,,,,
  11/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  11/07/1887,,,,,,,,,
  11/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  12/07/1887,,,,,,,,,
  12/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  13/07/1887,,,,,,,,,
  13/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  14/07/1887,,,,,,,,,
  14/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  15/07/1887,,,,,                the tagus,,,,
  15/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  16/07/1887,,,,,,,,,
  16/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  17/07/1887,,,36.1,-5.3,                    belum,                gibraltar,belem tower,38 41 29.72N,0002-02-07
  17/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  18/07/1887,,,,,,,,,
  18/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  19/07/1887,,,,,,,,,
  19/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  20/07/1887,,,,,,,,,
  20/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  21/07/1887,,,,,,,,,
  21/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  22/07/1887,,,,,,,,,
  22/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  23/07/1887,,,,,,,,,
  23/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  24/07/1887,,,,,,,,,
  24/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  25/07/1887,,,,,,,,,
  25/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  26/07/1887,,,,,,,,,
  26/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  27/07/1887,,,,,,,,,
  27/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  28/07/1887,,,,,,,,,
  28/07/1887,,,38.7,-9.1,at anchor off lisbon portugal,                   lisbon,,,
  29/07/1887,,,,,2971887,,,,
  29/07/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  30/07/1887,,,,,,,,,
  30/07/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
   31/7/1887,,,,,,,,,
   31/7/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  01/08/1887,,,,,,,,,
  01/08/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  02/08/1887,,,,,,,,,
  02/08/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  03/08/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  03/08/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  04/08/1887,,,,,,,,,
  04/08/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  05/08/1887,,,,,,,,,
  05/08/1887,,,38.7,-9.1,moored off lisbon portugal,                   lisbon,,,
  06/08/1887,,,,,,,,,
  06/08/1887,,,38.7,-9.1,          lisbon portugal,                   lisbon,,,
  07/08/1887,,,,,,,,,
  07/08/1887,,,38.7,-9.1,at anchor off lisbon portugal,                   lisbon,,,
  08/08/1887,,,,,,,,,
  08/08/1887,,,38.7,-9.1,at anchor off lisbon portugal,                   lisbon,,,
  19/08/1887,,,,,,,,,
  19/08/1887,,,38.7,-9.1,moored to buoy off lisbon portugal,                   lisbon,,,
  10/08/1887,,,,,,,,,
  10/08/1887,,,38.7,-9.1,moored to buoy off lisbon portugal,                   lisbon,,,
  11/08/1887,,,,,just inside mouth of the tagus,,,,
  11/08/1887,,,38.7,-9.1,moored to buoy off lisbon portugal,                   lisbon,,,
  12/08/1887,,,,,,,,,
  12/08/1887,,,,,at anchor in the mouth of the tagus,,,,
  13/08/1887,,,36.1,-5.3,cocilhas point light house,                     poti,cacilhas,38.686N,0001-03-06
  13/08/1887,,,,,at sea making passage from lisbon portugal to funchal madeira,,,,
  14/08/1887,,,55,-1.5,                     guia,                      tic,guia albufeira,37.126N,0001-02-28
  14/08/1887,   38 12 N,   10 25 W,32.7,-16.9,at sea making passage from lisbon portugal to funchal medeira,                  madeira,north atlantic,,
  15/08/1887,,,55,-1.5,            cape espichel,                      tic,cabo espichel,38 24 50.8N,0001-05-26
  15/08/1887,   37 12 N,   10 53 W,32.7,-16.9,at sea making passage from lisbon portugal to funchal medeira,                  madeira,north atlantic,,
  16/08/1886,,,,,,,,,
  16/08/1886,   35 13 N,   13 16 W,,,at sea making passage from lisbon portugal to funchal madeira,,,,
  17/08/1887,,,,,,,,,
  17/08/1887,   33 10 N,   15 58 W,,,,,,,
  18/08/1887,,,35.7,-8.6,          dezertas grande,                   oporto,deserta grande island,32.5197N,0001-04-26
  18/08/1887,,,32.7,-16.9,standing off and on funchal madeira,                  madeira,,,
  19/08/1887,,,32.6,-16.9,      loo rock lighthouse,                  funchal,canical,32 44 27N,0001-10-22
  19/08/1887,,,32.7,-16.9,at anchor off funchal madeira,                  madeira,,,
  20/08/1887,,,,,,,,,
  20/08/1887,,,32.7,-16.9,          funchal madeira,                  madeira,,,
  21/08/1887,,,,,,,,,
  21/08/1887,,,32.7,-16.9,at anchor off funchal madeira,                  madeira,,,
  22/08/1887,,,,,,,,,
  22/08/1887,,,32.7,-16.9,at anchor off funchal madeira,                  madeira,,,
  23/08/1887,,,,,,,,,
  23/08/1887,,,32.7,-16.9,          funchal madeira,                  madeira,,,
  24/08/1887,,,,,,,,,
  24/08/1887,,,32.7,-16.9,at anchor off funchal madeira,                  madeira,,,
  25/08/1887,,,,,                 loo rock,,,,
  25/08/1887,,,32.7,-16.9,          funchal madeira,                  madeira,,,
  26/08/1887,,,,,,,,,
  26/08/1887,,,32.7,-16.9,          funchal madeira,                  madeira,,,
  27/08/1887,,,,,,,,,
  27/08/1887,,,32.7,-16.9,          funchal madeira,                  madeira,,,
  28/08/1887,,,,,,,,,
  28/08/1887,   31 30 N,   17 39 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  29/08/1887,,,,,,,,,
  29/08/1887,   30 06 N,   18 48 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  30/08/1887,,,,,,,,,
  30/08/1887,   28 23 N,   21 37 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  31/08/1887,,,,,,,,,
  31/08/1887,   26 37 N,   24 40 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  01/09/1887,,,,,,,,,
  01/09/1887,   25 34 N,   27 15 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  02/09/1887,,,,,,,,,
  02/09/1887,   24 33 N,   29 39 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  03/09/1887,,,,,,,,,
  03/09/1887,   24 17 N,   32 15 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  04/09/1887,,,,,,,,,
  04/09/1887,   24 04 N,   34 46 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  05/09/1887,,,,,,,,,
  05/09/1887,   23 40 N,   37 19 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  06/09/1887,,,,,,,,,
  06/09/1887,   23 28 N,   40 05 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  07/09/1887,,,,,,,,,
  07/09/1887,   23 18 N,   42 37 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  08/09/1887,,,,,,,,,
  08/09/1887,   23 07 N,   45 29 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  09/09/1887,,,,,,,,,
  09/09/1887,   23 18 N,   48 38 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  10/09/1887,,,,,,,,,
  10/09/1887,   23 25 N,   51 31 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  11/09/1887,,,,,,,,,
  11/09/1887,   23 26 N,   54 04 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  12/09/1887,,,,,,,,,
  12/09/1887,   23 42 N,   56 44 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  13/09/1887,,,,,,,,,
  13/09/1887,   24 16 N,   59 58 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  14/09/1887,,,,,,,,,
  14/09/1887,   26 02 N,   62 26 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  15/09/1887,,,,,,,,,
  15/09/1887,   25 53 N,   63 07 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  16/09/1887,,,,,,,,,
  16/09/1887,   25 52 N,   63 35 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  17/09/1887,,,,,,,,,
  17/09/1887,   27 08 N,   64 57 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  18/09/1887,,,,,,,,,
  18/09/1887,   28 53 N,   66 59 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  19/09/1887,,,,,,,,,
  19/09/1887,   31 15 N,   69 27 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  20/09/1887,,,,,,,,,
  20/09/1887,   33 06 N,   71 24 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  21/09/1887,,,,,,,,,
  21/09/1887,   33 30 N,   71 54 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  22/09/1887,,,,,,,,,
  22/09/1887,   36 24 N,   73 02 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  23/09/1887,,,,,,,,,
  23/09/1887,   36 45 N,   74 15 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,,,,,,,,,
  24/09/1887,   36 40 N,   73 18 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  25/09/1887,,,,,,,,,
  25/09/1887,   36 41 N,   73 45 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  26/09/1887,,,,,,,,,
  26/09/1887,   36 49 N,   73 42 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  27/09/1887,,,,,,,,,
  27/09/1887,   37 57 N,   73 51 W,40.7,-74,at sea making passage from madeira to new york,                 new york,north atlantic,,
  28/09/1887,,,,,,,,,
  28/09/1887,   40 25 N,   73 50 W,40.7,-74,towing up new york harbor,                 new york,new york bight,40 05 42N,0002-01-21
  29/09/1887,,,,,,,,,
  29/09/1887,,,40.7,-74,     north river new york,                 new york,,,
  30/09/1887,,,,,,,,,
  30/09/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  01/10/1887,,,,,,,,,
  01/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  02/10/1887,,,,,,,,,
  02/10/1887,,,40.7,-74,moored to dock at navy yard new york,                 new york,,,
  03/10/1887,,,,,,,,,
  03/10/1887,,,40.7,-73.9, us navy yard brooklyn ny,     us navy yard brookly,,,
  04/10/1887,,,,,,,,,
  04/10/1887,,,40.7,-73.9,moored to dock navy yard brooklyn new york,     us navy yard brookly,,,
  05/10/1887,,,,,,,,,
  05/10/1887,,,,,,,,,
  05/10/1887,,,,,,,,,
  05/10/1887,,,40.7,-73.9,moored to dock navy yard brooklyn new york,     us navy yard brookly,,,
  05/10/1887,,,,,,,,,
  05/10/1887,,,40.7,-73.9,moored to dock navy yard brooklyn ny,     us navy yard brookly,,,
  06/10/1887,,,,,,,,,
  06/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  07/10/1887,,,,,,,,,
  07/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  08/10/1887,,,,,,,,,
  08/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  09/10/1887,,,,,,,,,
  09/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  10/10/1887,,,,,,,,,
  10/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  11/10/1887,,,,,,,,,
  11/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  12/10/1887,,,,,,,,,
  12/10/1887,,,,,,,,,
  12/10/1887,,,,,,,,,
  12/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  13/10/1887,,,,,,,,,
  13/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  14/10/1887,,,,,,,,,
  14/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  14/10/1887,,,,,,,,,
  14/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  14/10/1887,,,,,,,,,
  14/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  15/10/1887,,,,,,,,,
  15/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  16/10/1887,,,,,,,,,
  16/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  17/10/1887,,,,,,,,,
  17/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  18/10/1887,,,,,,,,,
  18/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  18/10/1887,,,,,,,,,
  18/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  19/10/1887,,,,,,,,,
  19/10/1887,,,40.7,-74,       navy yard new york,                 new york,,,
  20/10/1887,,,,,,,,,
  20/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
20/10/1887,,,,,,,,,
20/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  21/10/1887,,,,,,,,,
  21/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  21/10/1887,,,,,,,,,
  21/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  22/10/1887,,,,,,,,,
  22/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  22/10/1887,,,,,,,,,
  22/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  23/10/1887,,,,,,,,,
  23/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  24/10/1887,,,,,,,,,
  24/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  25/10/1887,,,,,,,,,
  25/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  26/10/1887,,,,,,,,,
  26/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  27/10/1887,,,,,,,,,
  27/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  27/10/1887,,,,,,,,,
