  01/01/1917,        NA,        NA_2,47.6,-122.3,       seattle washington,                  seattle,h,i,j
  20/03/1918,   22 54 N,  110 07 W,11.4,43.5,          mazatlan mexico,                    zaila,north pacific,,
  20/03/1918,,,,,,,,,
  21/03/1918,   23 52 N,  111 25 W,,,,,,,
  21/03/1918,,,,,,,,,
  22/03/1918,,,32.7,-117.2,en route from mazatlan mexico to san diego calif,            san diego usa,mazatlan,,
  22/03/1918,,,,,,,,,
  23/03/1918,   24 41 N,  112 17 W,,,,,,,
  23/03/1918,,,,,,,,,
  24/03/1918,   26 20 N,  113 52 W,,,,,,,
  24/03/1918,,,,,,,,,
  25/03/1918,   28 07 N,  115 08 W,,,,,,,
  25/03/1918,,,,,,,,,
  26/03/1918,   30 11 N,  116 08 W,,,,,,,
  26/03/1918,,,,,,,,,
  27/03/1918,   32 22 N,  117 09 W,,,,,,,
  27/03/1918,,,,,,,,,
  28/03/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/03/1918,,,,,,,,,
  29/03/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  29/03/1918,,,,,,,,,
  30/03/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  30/03/1918,,,,,,,,,
  31/03/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  31/03/1918,,,,,,,,,
  01/04/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  01/04/1918,,,,,,,,,
  01/04/1918,,,,,,,,,
  01/04/1918,,,,,,,,,
  02/04/1918,     02 04,,32.7,-117.2,     san diego california,            san diego usa,,,
  02/04/1918,,,,,,,,,
  03/04/1918,   33 43 N,  118 29 W,33.7,-118.3,san diego calif to san pedro calif,            san diego usa,san pedro los angeles,33.74N,118.29W
  03/04/1918,,,,,,,,,
  03/04/1918,,,,,,,,,
  03/04/1918,,,,,,,,,
  04/04/1918,   34 43 N,  120 48 W,,,,,,,
  04/04/1918,,,,,,,,,
  05/04/1918,   37 29 N,  122 32 W,,,,,,,
  05/04/1918,,,,,,,,,
  06/04/1918,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  06/04/1918,,,,,,,,,
  07/04/1918,,,38.1,-122.3,    mare island navy yard,              mare island,,,
  07/04/1918,,,,,,,,,
  08/04/1918,,,38.1,-122.3,              mare island,              mare island,,,
  08/04/1918,,,,,,,,,
  09/04/1918,,,38.1,-122.3,    mare island navy yard,              mare island,,,
  09/04/1918,,,,,,,,,
  10/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  10/04/1918,,,,,,,,,
  11/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  11/04/1918,,,,,,,,,
  12/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  12/04/1918,,,,,,,,,
  12/04/1918,,,,,,,,,
  12/04/1918,,,,,,,,,
  13/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  13/04/1918,,,,,,,,,
  14/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  14/04/1918,,,,,,,,,
  15/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  15/04/1918,,,,,,,,,
  16/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  16/04/1918,,,,,,,,,
  17/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  17/04/1918,,,,,,,,,
  18/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  18/04/1918,,,,,,,,,
  19/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  19/04/1918,,,,,,,,,
  20/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  20/04/1918,,,,,,,,,
  21/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  21/04/1918,,,,,,,,,
  22/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  22/04/1918,,,,,,,,,
  23/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  23/04/1918,,,,,,,,,
  24/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  24/04/1918,,,,,,,,,
  25/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  25/04/1918,,,,,,,,,
  26/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  26/04/1918,,,,,,,,,
  27/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  27/04/1918,,,,,,,,,
  28/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  28/04/1918,,,,,,,,,
  29/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  29/04/1918,,,,,,,,,
  30/04/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  30/04/1918,,,,,,,,,
  01/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  01/05/1918,,,,,,,,,
  01/05/1918,,,,,,,,,
  01/05/1918,,,,,,,,,
  02/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  02/05/1918,,,,,,,,,
  03/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  03/05/1918,,,,,,,,,
  04/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  04/05/1918,,,,,,,,,
  04/05/1918,,,,,,,,,
  04/05/1918,,,,,,,,,
  05/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  05/05/1918,,,,,,,,,
  06/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  06/05/1918,,,,,,,,,
  06/05/1918,,,,,,,,,
  06/05/1918,,,,,,,,,
  07/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  07/05/1918,,,,,,,,,
  07/05/1918,,,,,,,,,
  07/05/1918,,,,,,,,,
  08/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  08/05/1918,,,,,,,,,
  08/05/1918,,,,,,,,,
  08/05/1918,,,,,,,,,
  09/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  09/05/1918,,,,,,,,,
  09/05/1918,,,,,,,,,
  09/05/1918,,,,,,,,,
  10/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  10/05/1918,,,,,,,,,
  10/05/1918,,,,,,,,,
  10/05/1918,,,,,,,,,
  11/05/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  11/05/1918,,,,,,,,,
  11/05/1918,,,,,,,,,
  11/05/1918,,,,,,,,,
  12/05/1918,,,38.1,-122.3,from mare island calif to san diego calif,              mare island,,,
  12/05/1918,,,,,,,,,
  12/05/1918,,,,,,,,,
  12/05/1918,,,,,,,,,
  13/05/1918,   33 45 N,  118 51 W,,,,,,,
  13/05/1918,,,,,,,,,
  14/05/1918,,,38.1,-122.3,from mare island calif to san diego calif,              mare island,san pedro los angeles,,
  14/05/1918,,,,,,,,,
  15/05/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  15/05/1918,,,,,,,,,
  15/05/1918,,,,,,,,,
  15/05/1918,,,,,,,,,
  16/05/1918,   32 29 N,  117 10 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  16/05/1918,,,,,,,,,
  17/05/1918,   29 04 N,  115 43 W,32.7,-117.2,          san diego calif,            san diego usa,north pacific,,
  17/05/1918,,,,,,,,,
  18/05/1918,   26 18 N,  113 59 W,,,,,,,
  18/05/1918,,,,,,,,,
  19/05/1918,,,32.7,-117.2,en route from san diego calif to magdalena bay,            san diego usa,magdalena bay,24 35N,112 00W
  19/05/1918,,,,,,,,,
  20/05/1918,   22 15 N,  109 57 W,,,,,,,
  20/05/1918,,,,,,,,,
  21/05/1918,,,41.2,9.4,en route from magdalena bay to pichilinque,                maddalena,gulf of california,,
  21/05/1918,,,,,,,,,
  22/05/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  22/05/1918,,,,,,,,,
  23/05/1918,   24 25 N,     110 W,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  23/05/1918,,,,,,,,,
  24/05/1918,   23 15 N,  106 38 W,,,,,,,
  24/05/1918,,,,,,,,,
  24/05/1918,,,,,,,,,
  24/05/1918,,,,,,,,,
  25/05/1918,   23 46 N,  107 17 W,11.4,43.5,                 mazatlan,                    zaila,mazatlan,,
  25/05/1918,,,,,,,,,
  26/05/1918,   25 22 N,  109 28 W,,,,,,,
  26/05/1918,,,,,,,,,
  27/05/1918,   26 48 N,  110 53 W,,,,,,,
  27/05/1918,,,,,,,,,
  28/05/1918,,,-8.7,115.2,from guaymas mexico to santa rosalia mexico,                     bali,guaymas,,
  28/05/1918,,,,,,,,,
  29/05/1918,     28 30,    112 19,,,,,,,
  29/05/1918,,,,,,,,,
  30/05/1918,,,55,-166.3,           tiberon island,            bering island,tiburon island,28 59 20N,112 22 23W
  30/05/1918,,,,,,,,,
  31/05/1918,,,32,120.4,       tiburon island mex,              rose island,tiburon island,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  31/05/1918,,,,,,,,,
  01/06/1918,,,32,120.4,       tiburon island mex,              rose island,tiburon island,,
  01/06/1918,,,,,,,,,
  02/06/1918,,,55,-1.5,         angel bay mexico,                      tic,bahia de los angeles,28 57N,113 33W
  02/06/1918,,,,,,,,,
  03/06/1918,   29 01 N,  112 58 W,55,-1.5,         angel bay mexico,                      tic,gulf of california,,
  03/06/1918,,,,,,,,,
  04/06/1918,   27 49 N,  110 54 W,47.7,-52.7,      fresh water bay mex,                  tor bay,guaymas,,
  04/06/1918,,,,,,,,,
  05/06/1918,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  05/06/1918,,,,,,,,,
  06/06/1918,   27 04 N,  110 43 W,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  06/06/1918,,,,,,,,,
  07/06/1918,     25 08,    110 45,,,,,,,
  07/06/1918,,,,,,,,,
  08/06/1918,   34 26 N,  110 26 W,,,,,,,
  08/06/1918,,,,,,,,,
  09/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  09/06/1918,,,,,,,,,
  10/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  10/06/1918,,,,,,,,,
  11/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  11/06/1918,,,,,,,,,
  12/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  12/06/1918,,,,,,,,,
  13/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  13/06/1918,,,,,,,,,
  14/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
   14/6/1918,,,,,,,,,
   14/6/1918,,,,,,,,,
  14/06/1918,,,,,,,,,
  15/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  15/06/1918,,,,,,,,,
  16/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  16/06/1918,,,,,,,,,
  17/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  17/06/1918,,,,,,,,,
  18/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  18/06/1918,,,,,,,,,
  19/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  19/06/1918,,,,,,,,,
  20/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  20/06/1918,,,,,,,,,
  21/06/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  21/06/1918,,,,,,,,,
  22/06/1918,   24 17 N,  110 23 W,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  22/06/1918,,,,,,,,,
  23/06/1918,   27 47 N,   51 30 W,,,,,,,
  23/06/1918,,,,,,,,,
  24/06/1918,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  24/06/1918,,,,,,,,,
  25/06/1918,   27 30 N,  117 20 W,,,,,,,
  25/06/1918,,,,,,,,,
  26/06/1918,   27 20 N,  111 14 W,55,-1.5,            mulege mexico,                      tic,gulf of california,,
  26/06/1918,,,,,,,,,
  27/06/1918,,,13.4,144.7,           guaymas mexico,                     guam,guaymas,,
  27/06/1918,,,,,,,,,
  28/06/1918,     26 02,    110 41,,,,,,,
  28/06/1918,,,,,,,,,
  29/06/1918,,,13.4,144.7,en route from guaymas mexico to pichilinque mexico,                     guam,gulf of california,,
  29/06/1918,,,,,,,,,
  30/06/1918,   24 01 N,  109 42 W,55,-1.5,       pichilinque mexico,                      tic,gulf of california,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  30/06/1918,,,,,,,,,
  01/07/1918,   24 24 N,  110 00 W,,,,,,,
  01/07/1918,,,,,,,,,
  01/07/1918,,,,,,,,,
  01/07/1918,,,,,,,,,
  02/07/1918,   24 24 N,  110 03 W,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  02/07/1918,,,,,,,,,
  03/07/1918,     22 33,    110 00,55,-1.5,       pichilinque mexico,                      tic,north pacific,,
  03/07/1918,,,,,,,,,
  04/07/1918,   24 54 N,  112 36 W,,,,,,,
  04/07/1918,,,,,,,,,
  05/07/1918,   27 19 N,  114 45 W,,,,,,,
  05/07/1918,,,,,,,,,
  06/07/1918,     30 02,    116 07,,,,,,,
  06/07/1918,,,,,,,,,
  07/07/1918,   32 15 N,  117 21 W,,,,,,,
  07/07/1918,,,,,,,,,
  08/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  08/07/1918,,,,,,,,,
  09/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  09/07/1918,,,,,,,,,
  10/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  10/07/1918,,,,,,,,,
  11/07/1918,,,31.5,118.3,         coronado islands,              wade island,coronado islands,,
  11/07/1918,,,,,,,,,
  12/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  12/07/1918,,,,,,,,,
  13/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  13/07/1918,,,,,,,,,
  14/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  14/07/1918,,,,,,,,,
  15/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  15/07/1918,,,,,,,,,
  16/07/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  16/07/1918,,,,,,,,,
  17/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  17/07/1918,,,,,,,,,
  18/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  18/07/1918,,,,,,,,,
  19/07/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  19/07/1918,,,,,,,,,
  20/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  20/07/1918,,,,,,,,,
  21/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/07/1918,,,,,,,,,
  22/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/07/1918,,,,,,,,,
  23/07/1918,   32 34 N,  117 12 W,32.7,-117.2,          san diego calif,            san diego usa,,,
   23/7/1918,,,,,,,,,
   23/7/1918,,,,,,,,,
  23/07/1918,,,,,,,,,
  24/07/1918,   31 38 N,  116 05 W,32.7,-117.2,          san diego calif,            san diego usa,north pacific,,
  24/07/1918,,,,,,,,,
  25/07/1918,   32 28 N,  117 18 W,32.7,-117.2,     san diego california,            san diego usa,,,
  25/07/1918,,,,,,,,,
  26/07/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  26/07/1918,,,,,,,,,
  27/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  27/07/1918,,,,,,,,,
  28/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  28/07/1918,,,,,,,,,
  29/07/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  29/07/1918,,,,,,,,,
  30/07/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  30/07/1918,,,,,,,,,
  31/07/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  31/07/1918,,,,,,,,,
  01/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  01/08/1918,,,,,,,,,
  02/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  02/08/1918,,,,,,,,,
  03/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  03/08/1918,,,,,,,,,
  04/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  04/08/1918,,,,,,,,,
  05/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  05/08/1918,,,,,,,,,
  06/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  06/08/1918,,,,,,,,,
  07/08/1918,,,33.7,-118.3,     san pedro california,          san pedro calif,,,
  07/08/1918,,,,,,,,,
  08/08/1918,,,33.7,-118.3,     san pedro california,          san pedro calif,,,
  08/08/1918,,,,,,,,,
  09/08/1918,   33 38 N,  118 11 W,33.7,-118.3,     san pedro california,          san pedro calif,,,
  09/08/1918,,,,,,,,,
  09/08/1918,,,,,,,,,
  09/08/1918,,,,,,,,,
  10/08/1918,   33 45 N,  118 46 W,,,,,,,
  10/08/1918,,,,,,,,,
  11/08/1918,   36 06 N,  121 48 W,,,,,,,
  11/08/1918,,,,,,,,,
  12/08/1918,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  12/08/1918,,,,,,,,,
  13/08/1918,,,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  13/08/1918,,,,,,,,,
  14/08/1918,   37 48 N,  122 47 W,37.8,-122.4,      san francisco calif,        san francisco bay,,,
  14/08/1918,,,,,,,,,
  15/08/1918,   38 54 N,  125 20 W,,,,,,,
  15/08/1918,,,,,,,,,
  16/08/1918,   39 17 N,  126 42 W,,,,,,,
  16/08/1918,,,,,,,,,
  17/08/1918,   36 46 N,  123 48 W,37.8,-122.4,      san francisco calif,        san francisco bay,north pacific,,
  17/08/1918,,,,,,,,,
  18/08/1918,   24 25 N,  120 29 W,,,,,,,
  18/08/1918,,,,,,,,,
  18/08/1918,   32 49 N,  117 25 W,,,,,,,
  19/08/1918,,,,,,,,,
  20/08/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  20/08/1918,,,,,,,,,
  21/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/08/1918,,,,,,,,,
  21/08/1918,,,,,,,,,
  21/08/1918,,,,,,,,,
  22/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/08/1918,,,,,,,,,
  23/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/08/1918,,,,,,,,,
  24/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/08/1918,,,,,,,,,
  25/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  25/08/1918,,,,,,,,,
  26/08/1918,   32 14 N,  117 20 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  26/08/1918,,,,,,,,,
  27/08/1918,   29 19 N,  118 19 W,,,,,,,
  27/08/1918,,,,,,,,,
  27/08/1918,   31 21 N,  117 38 W,,,,,,,
  28/08/1918,,,,,,,,,
  29/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  29/08/1918,,,,,,,,,
  30/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  30/08/1918,,,,,,,,,
  31/08/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  31/08/1918,,,,,,,,,
  01/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/09/1918,,,,,,,,,
    2/9/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  02/09/1918,,,,,,,,,
  03/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  03/09/1918,,,,,,,,,
  04/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  04/09/1918,,,,,,,,,
  05/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  05/09/1918,,,,,,,,,
  06/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  06/09/1918,,,,,,,,,
  07/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  07/09/1918,,,,,,,,,
  08/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  08/09/1918,,,,,,,,,
  09/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  09/09/1918,,,,,,,,,
  10/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  10/09/1918,,,,,,,,,
  11/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  11/09/1918,,,,,,,,,
  12/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  12/09/1918,,,,,,,,,
  13/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  13/09/1918,,,,,,,,,
  14/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  14/09/1918,,,,,,,,,
  15/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  15/09/1918,,,,,,,,,
  16/09/1918,   32 35 N,  117 13 W,32.7,-117.2,     san diego california,            san diego usa,,,
  16/09/1918,,,,,,,,,
  17/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  17/09/1918,,,,,,,,,
  18/09/1918,,,31.5,118.3,         coronado islands,              wade island,coronado islands,,
  18/09/1918,,,,,,,,,
  19/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  19/09/1918,,,,,,,,,
  20/09/1918,,,-8.7,115.2,         point loma calif,                     bali,point loma san diego,32 40 12N,117 14 31W
  20/09/1918,,,,,,,,,
  21/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/09/1918,,,,,,,,,
  22/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/09/1918,,,,,,,,,
  23/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/09/1918,,,,,,,,,
  24/09/1918,   32 38 N,  117 14 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/09/1918,,,,,,,,,
  25/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  25/09/1918,,,,,,,,,
  26/09/1918,,,32.7,-117.2,en route from san diego cal to san clemente islands,            san diego usa,san clemente island,,
  26/09/1918,,,,,,,,,
  27/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  27/09/1918,,,,,,,,,
  28/09/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  28/09/1918,,,,,,,,,
  29/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  29/09/1918,,,,,,,,,
  30/09/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  30/09/1918,,,,,,,,,
  01/10/1918,   32 05 N,  117 01 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/10/1918,,,,,,,,,
  02/10/1918,   28 53 N,  115 26 W,,,,,,,
  02/10/1918,,,,,,,,,
  02/10/1918,,,,,,,,,
  02/10/1918,,,,,,,,,
  03/10/1918,   26 04 N,  113 35 W,,,,,,,
  03/10/1918,,,,,,,,,
  04/10/1918,   24 13 N,  111 42 W,32.7,-117.2,          san diego calif,            san diego usa,north pacific,,
  04/10/1918,,,,,,,,,
  05/10/1918,   23 00 N,  109 41 W,,,,,,,
  05/10/1918,,,,,,,,,
  05/10/1918,,,,,,,,,
   5/10/1918,,,,,,,,,
  06/10/1918,   24 28 N,  110 07 W,,,,,,,
  06/10/1918,,,,,,,,,
  07/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  07/10/1918,,,,,,,,,
  08/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  08/10/1918,,,,,,,,,
  09/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  09/10/1918,,,,,,,,,
  10/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  10/10/1918,,,,,,,,,
  11/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  11/10/1918,,,,,,,,,
  12/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  12/10/1918,,,,,,,,,
  13/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  13/10/1918,,,,,,,,,
  14/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  14/10/1918,,,,,,,,,
  15/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  15/10/1918,,,,,,,,,
  16/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  16/10/1918,,,,,,,,,
  17/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  17/10/1918,,,,,,,,,
  18/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  18/10/1918,,,,,,,,,
  19/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  19/10/1918,,,,,,,,,
  20/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  20/10/1918,,,,,,,,,
  21/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  21/10/1918,,,,,,,,,
  22/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  22/10/1918,,,,,,,,,
  23/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  23/10/1918,,,,,,,,,
